0.0  0.0  -15463.1030714
0.0  5.0  -7332531.67515
0.0  9.0  -2862476.06041
0.0  14.0  6327013.04756
0.0  18.0  5219882.61339
0.0  23.0  -4640342.75138
0.0  27.0  -6445932.21494
0.0  32.0  3347690.19178
0.0  36.0  7299842.93349
0.0  41.0  -2598451.27966
0.0  45.0  -7076809.47522
0.0  50.0  3566935.23154
0.0  54.0  6318879.55622
0.0  59.0  -5241332.3016
0.0  63.0  -567504.456482
0.0  68.0  10064291.927
0.0  72.0  -7499773.94179
0.0  77.0  -6620358.66399
0.0  81.0  19571409.3409
0.0  86.0  -25952876.1091

5.0  0.0  0.0
5.0  5.0  -7340139.24825
5.0  9.0  -2901446.64856
5.0  14.0  6276396.33234
5.0  18.0  5201981.07378
5.0  23.0  -4664147.03902
5.0  27.0  -6667928.44502
5.0  32.0  3213349.15475
5.0  36.0  7176480.89898
5.0  41.0  -2644240.13119
5.0  45.0  -7245762.62361
5.0  50.0  3342528.38746
5.0  54.0  6333294.15038
5.0  59.0  -5117767.67738
5.0  63.0  -1083922.62199
5.0  68.0  10029055.1035
5.0  72.0  -6521660.76178
5.0  77.0  -7719773.56712
5.0  81.0  19517950.24
5.0  86.0  -16470858.1604

9.0  0.0  0.0
9.0  5.0  -7360067.48846
9.0  9.0  -2983132.64674
9.0  14.0  6258746.63518
9.0  18.0  5292628.95229
9.0  23.0  -4584458.83951
9.0  27.0  -6721415.8032
9.0  32.0  3015303.29311
9.0  36.0  7298066.86434
9.0  41.0  -2313093.22801
9.0  45.0  -7377830.42665
9.0  50.0  2846864.13406
9.0  54.0  6571580.16439
9.0  59.0  -4787969.30665
9.0  63.0  -2003673.00946
9.0  68.0  10045074.9432
9.0  72.0  -4680299.07607
9.0  77.0  -10440285.6628
9.0  81.0  16946048.8289
9.0  86.0  4009691.76643

14.0  0.0  0.0
14.0  5.0  -7373385.98135
14.0  9.0  -3027935.72057
14.0  14.0  6202744.68862
14.0  18.0  5446204.24179
14.0  23.0  -4435638.02964
14.0  27.0  -6901621.78033
14.0  32.0  2717029.65287
14.0  36.0  7543253.93052
14.0  41.0  -1805415.44423
14.0  45.0  -7566955.38948
14.0  50.0  2137341.23294
14.0  54.0  7009415.69636
14.0  59.0  -3922738.30569
14.0  63.0  -3267296.85166
14.0  68.0  9744143.14159
14.0  72.0  -1301940.1641
14.0  77.0  -13006018.2907
14.0  81.0  9483680.04397
14.0  86.0  18675461.9438

18.0  0.0  0.0
18.0  5.0  -7409021.99181
18.0  9.0  -3174890.78585
18.0  14.0  6156963.81697
18.0  18.0  5603379.73597
18.0  23.0  -4195047.38695
18.0  27.0  -7072783.03652
18.0  32.0  2249383.99662
18.0  36.0  7688474.66612
18.0  41.0  -1089591.43944
18.0  45.0  -7815133.08288
18.0  50.0  1186653.83736
18.0  54.0  7456392.30345
18.0  59.0  -2888548.98557
18.0  63.0  -4904142.13362
18.0  68.0  8681505.97874
18.0  72.0  3128927.48611
18.0  77.0  -13236604.3892
18.0  81.0  -1607378.95779
18.0  86.0  16985254.1625

23.0  0.0  0.0
23.0  5.0  -7441804.8724
23.0  9.0  -3315895.29329
23.0  14.0  6032889.40624
23.0  18.0  5910345.46278
23.0  23.0  -3801492.5158
23.0  27.0  -7383440.86329
23.0  32.0  1671411.70341
23.0  36.0  7786278.25774
23.0  41.0  -211328.914279
23.0  45.0  -7918004.01145
23.0  50.0  -62163.2552922
23.0  54.0  7822451.19375
23.0  59.0  -971029.454015
23.0  63.0  -6253911.90501
23.0  68.0  6217121.96
23.0  72.0  7361895.48015
23.0  77.0  -9782153.05576
23.0  81.0  -10992715.3027
23.0  86.0  3139872.81264

27.0  0.0  0.0
27.0  5.0  -7483707.80998
27.0  9.0  -3498322.18629
27.0  14.0  5934165.50392
27.0  18.0  6168594.22438
27.0  23.0  -3516358.71119
27.0  27.0  -7502760.37141
27.0  32.0  928701.787398
27.0  36.0  7944280.38795
27.0  41.0  846012.556428
27.0  45.0  -7876427.10439
27.0  50.0  -1636276.48671
27.0  54.0  7818534.65493
27.0  59.0  1073195.98889
27.0  63.0  -6909509.91389
27.0  68.0  2725405.9973
27.0  72.0  9957455.04327
27.0  77.0  -2904159.91482
27.0  81.0  -13679165.8284
27.0  86.0  -10058802.545

32.0  0.0  0.0
32.0  5.0  -7521434.55569
32.0  9.0  -3698157.78016
32.0  14.0  5803237.81555
32.0  18.0  6404595.94088
32.0  23.0  -3000311.59153
32.0  27.0  -7761919.01396
32.0  32.0  199478.118008
32.0  36.0  7938856.92808
32.0  41.0  1914363.94592
32.0  45.0  -7653032.1425
32.0  50.0  -3308869.85414
32.0  54.0  7151478.00757
32.0  59.0  3489523.59156
32.0  63.0  -6451290.13836
32.0  68.0  -1020279.53035
32.0  72.0  9840966.50892
32.0  77.0  4748745.82698
32.0  81.0  -8556301.1089
32.0  86.0  -13853869.3263

36.0  0.0  0.0
36.0  5.0  -7574759.05903
36.0  9.0  -3911048.89368
36.0  14.0  5641476.37389
36.0  18.0  6769233.50815
36.0  23.0  -2551159.43036
36.0  27.0  -7908680.59246
36.0  32.0  -680574.107144
36.0  36.0  7831827.34236
36.0  41.0  3218777.48811
36.0  45.0  -6990522.55336
36.0  50.0  -4895924.72081
36.0  54.0  6068197.53643
36.0  59.0  5595293.8397
36.0  63.0  -4909271.44836
36.0  68.0  -4599676.67737
36.0  72.0  6868200.42487
36.0  77.0  9634678.29106
36.0  81.0  409737.25174
36.0  86.0  -7787218.71282

41.0  0.0  0.0
41.0  5.0  -7636764.0172
41.0  9.0  -4162889.06345
41.0  14.0  5455232.84614
41.0  18.0  7086915.87958
41.0  23.0  -1934917.42009
41.0  27.0  -8083686.26608
41.0  32.0  -1756861.43561
41.0  36.0  7512402.09049
41.0  41.0  4578292.99299
41.0  45.0  -5979458.52159
41.0  50.0  -6370028.19676
41.0  54.0  4403712.4262
41.0  59.0  7238469.68958
41.0  63.0  -2353778.74587
41.0  68.0  -6584135.76296
41.0  72.0  2148839.66705
41.0  77.0  10201372.7347
41.0  81.0  8150464.37606
41.0  86.0  1807033.83796

45.0  0.0  0.0
45.0  5.0  -7691073.55813
45.0  9.0  -4415159.57335
45.0  14.0  5209007.7892
45.0  18.0  7361672.55536
45.0  23.0  -1358696.22854
45.0  27.0  -8212320.48071
45.0  32.0  -2688602.12396
45.0  36.0  7039975.98683
45.0  41.0  5724355.81538
45.0  45.0  -4771045.1032
45.0  50.0  -7578861.81163
45.0  54.0  2057372.26217
45.0  59.0  8014045.91839
45.0  63.0  703014.959845
45.0  68.0  -7116021.17593
45.0  72.0  -2541091.57767
45.0  77.0  6872668.52986
45.0  81.0  10726899.0831
45.0  86.0  9072097.62121

50.0  0.0  0.0
50.0  5.0  -7742945.3067
50.0  9.0  -4685736.1254
50.0  14.0  4955211.16038
50.0  18.0  7645145.5806
50.0  23.0  -649541.951382
50.0  27.0  -8131655.62666
50.0  32.0  -3570263.75582
50.0  36.0  6369244.7619
50.0  41.0  6726924.08539
50.0  45.0  -3471972.99698
50.0  50.0  -8238278.49065
50.0  54.0  -141756.981461
50.0  59.0  8161064.3666
50.0  63.0  3705040.93908
50.0  68.0  -5600946.29061
50.0  72.0  -6023981.78361
50.0  77.0  1754405.51409
50.0  81.0  8590812.08003
50.0  86.0  10784057.0079

54.0  0.0  0.0
54.0  5.0  -7790662.34722
54.0  9.0  -4942732.11846
54.0  14.0  4751768.47829
54.0  18.0  7928188.31065
